18 1.7842261956217304e-05
edit 0.0001494289438833199
of 0.04466467958271237
the 0.07233254725951846
dewey 4.683593763507042e-05
decim 5.7987351357706234e-05
classif 0.000588794644555171
comaromi 2.230282744527163e-06
jp 1.561197921169014e-05
present 0.0008564285738984305
studi 0.0012824125781031185
is 0.015632570426796586
a 0.016515589503494108
histori 0.00015388950937237424
first 0.0070235061427865045
ddc 1.3381696467162977e-05
wa 0.01773161226966712
publish 0.00034569382540171025
in 0.02337851528867466
1876 1.1151413722635814e-05
eighteenth 2.230282744527163e-06
1971 5.352678586865191e-05
and 0.03391694703683597
futur 0.00024310081915346075
will 0.0007694475468618711
continu 0.00019403459877386314
to 0.03645981514586741
appear 0.00020964657798555332
as 0.0030733296219584306
need 0.0008274348982195773
spite 1.561197921169014e-05
long 7.359933056939637e-05
healthi 2.230282744527163e-06
life 7.136904782486921e-05
howev 0.00025648251562062377
it 0.02614012399680499
full 0.00010928385448183099
stori 1.1151413722635814e-05
ha 0.0014073084117966399
never 3.3454241167907444e-05
been 0.007839789627283445
told 8.921130978108652e-06
there 0.000519655879474829
have 0.008178792604451575
biographi 6.6908482335814884e-06
that 0.016571692352377758
briefli 7.80598960584507e-05
describ 0.000684696802569839
hi 0.0003546149563798189
system 0.022468905709178047
but 0.0006780059543362575
thi 0.009728839111897952
attempt 0.0003055487360002213
provid 0.000684696802569839
detail 0.0002475613846425151
work 0.0007895200915626156
more 0.0010103180832708046
than 0.0006289397339566599
ani 0.00032339099795643863
other 0.0008742708358546479
spur 6.6908482335814884e-06
growth 0.00024533110189798793
librarianship 0.00019626488151839032
countri 0.00015835007486142855
abroad 1.1151413722635814e-05
use 0.002555904025228128
made 0.0005285770104529376
technic 0.00041929315597110663
librari 0.004170628732265794
slater 1.1151413722635814e-05
m 0.0002029557297519718
report 0.000533037575941992
an 0.002404244798600281
analysi 0.0007359933056939636
6300 2.230282744527163e-06
act 7.582961331392354e-05
104 2.230282744527163e-06
unit 0.0002654036465987324
kingdom 2.6763392934325954e-05
onli 0.003805035252298575
one 0.0009701729938693158
aspect 0.00025648251562062377
wider 3.791480665696177e-05
pattern 0.00025425223287609656
inform 0.01025072527411731
transfer 9.590215801466799e-05
restrict 6.021763410223339e-05
document 0.007788493124159322
take 0.0001494289438833199
no 0.00033677269442360157
account 0.0001672712058395372
outsid 4.683593763507042e-05
still 7.80598960584507e-05
less 0.00016950148858406436
oral 8.921130978108652e-06
from 0.004793050508124108
person 0.0034838745370866634
channel 6.244791684676056e-05
proport 6.913876508034204e-05
situat 0.0001605803576059557
which 0.0056249459718327385
whole 9.590215801466799e-05
doubt 2.8993675678853117e-05
not 0.011018115428369887
major 0.00035015439089076456
are 0.003766947555506378
user 0.004152959360444812
particularli 0.00010482328899277666
technolog 0.00038137834931414486
rather 0.00018734375054028167
scienc 0.001233346357723521
who 0.00036576637010245466
visit 2.0072544700744464e-05
rare 4.014508940148893e-05
if 0.0003613058046134004
at 0.0010705357173730382
all 0.003987918437349802
reli 2.0072544700744464e-05
on 0.006021936300358574
desk 1.1151413722635814e-05
collect 0.0005843340790661167
handbook 3.568452391243461e-05
current 0.00043490513518279673
period 0.0003613058046134004
contact 2.2302827445271627e-05
with 0.0024823046946587323
their 0.001041542041694185
colleagu 3.791480665696177e-05
peopl 0.00014719866113879274
organ 0.000575412948088008
even 0.00020964657798555332
regular 6.021763410223339e-05
also 0.0005085044657521931
receiv 0.00012266555094899397
way 0.0003523846736352917
two 0.007150632259224554
kind 0.00017396205407311868
power 8.029017880297785e-05
essay 5.1296503124124744e-05
bibliograph 0.0005062741830076659
control 0.00029216703953305833
wilson 8.921130978108652e-06
p 8.698102703655934e-05
relationship 0.0035173287782545707
between 0.003972306458138112
write 0.0033723603998603046
knowledg 0.0003434635426571831
inevit 2.453311018979879e-05
enter 3.122395842338028e-05
our 0.00033231212893454726
for 0.0119167464842791
contain 0.00017842261956217302
along 6.467819959128772e-05
much 0.00021187686073008047
els 1.3381696467162977e-05
great 0.00016950148858406436
deal 0.00020072544700744464
mankind 8.921130978108652e-06
stock 4.014508940148893e-05
form 0.00373812676996276
itself 9.367187527014083e-05
familiar 3.3454241167907444e-05
slogan 2.230282744527163e-06
claim 4.683593763507042e-05
certain 0.00019626488151839032
sens 0.00010928385448183099
over 0.0003077790187447485
obtain 0.010074705827434898
record 0.0003167001497228571
written 0.00010928385448183099
simpli 3.568452391243461e-05
simpl 0.00012489583369352112
storehous 4.460565489054326e-06
we 0.0007560658503947081
can 0.0009188764907451911
satisfactorili 1.3381696467162977e-05
discuss 0.003983457871860748
univers 0.0006311700167011871
final 0.0001382775301606841
research 0.0013760844533732596
project 0.00039252976303678065
buckland 1.3381696467162977e-05
mk 1.3381696467162977e-05
establish 0.00026763392934325955
nine 6.021763410223339e-05
new 0.0007449144366720724
1960 3.568452391243461e-05
provok 6.6908482335814884e-06
highli 0.00010482328899277666
stimul 1.7842261956217304e-05
reexamin 1.3381696467162977e-05
natur 0.0003434635426571831
purpos 0.0003590755218688732
manag 0.00036576637010245466
academ 0.00028324590855494965
longestablish 4.460565489054326e-06
attitud 8.252046154750501e-05
method 0.0008653497048765393
were 0.0010348511934606035
question 0.0004014508940148893
although 0.0034102752065172668
chang 0.00039252976303678065
basic 0.00032785156344549294
difficulti 8.029017880297785e-05
remain 8.475074429203218e-05
lack 6.690848233581489e-05
object 0.00031446986697832995
about 0.0004928924865405031
best 0.00010259300624824949
servic 0.0011307533514752714
ugc 4.460565489054326e-06
committe 8.698102703655934e-05
parri 4.460565489054326e-06
repot 4.460565489054326e-06
267 4.460565489054326e-06
gener 0.0009367187527014085
endors 4.460565489054326e-06
these 0.004514265165058212
stress 4.683593763507042e-05
into 0.003773811293875194
provis 4.014508940148893e-05
game 3.122395842338028e-05
brophi 4.460565489054326e-06
profession 0.00023640997091987928
educ 0.00033008184619002004
becom 0.00022971912268629778
widespread 2.6763392934325954e-05
dure 0.00020741629524102613
last 0.0001382775301606841
decad 8.475074429203218e-05
number 0.0006490122786574044
field 0.0006044066237668611
mani 0.00378496270759783
hundr 6.021763410223339e-05
year 0.0006088671892559154
origin 0.003488335102575717
trace 3.122395842338028e-05
war 2.6763392934325954e-05
militari 2.453311018979879e-05
train 0.00011820498545993964
when 0.00033008184619002004
real 5.1296503124124744e-05
thing 4.237537214601609e-05
either 0.00014719866113879274
unavail 8.921130978108652e-06
or 0.004915716059073102
too 6.244791684676056e-05
danger 2.0072544700744464e-05
recent 0.00023194940543082494
time 0.0038652528864008082
sophist 3.791480665696177e-05
now 0.00027209449483231386
larg 0.0005241164449638833
electron 6.690848233581489e-05
comput 0.0007895200915626156
handl 0.0001315866819271026
